id,created_at,gender,age,travel_frequency,weight_monuments,weight_beaches,weight_mountains,weight_infrastructure,weight_costs,weight_safety,wsm_ranking_text,wsm_ranking,list_a_type,list_b_type,list_c_type,wsm_relevance,wsm_achievable,wsm_inspiring,asp_relevance,asp_achievable,asp_inspiring,real_relevance,real_achievable,real_inspiring,final_choice_letter,final_choice_type,is_synthetic,justification_text,personalization_useful
469790fd-60d0-4394-91ca-0d6e714fc205,2026-05-04 17:13:18.078895+00,Mężczyzna,26-35 lat,Raz na kilka lat,0.8,0,0,0.1,0.1,0,"Włochy (97.5%), Francja (80.2%), Hiszpania (65.9%), Chiny (65.2%), Wielka Brytania (57.5%), Indie (57.1%), Holandia (45.4%), USA (43.8%), Japonia (43.3%), Meksyk (41.3%)","[{""code"":""IT"",""name"":""Włochy"",""score"":0.975,""matchPct"":97.5},{""code"":""FR"",""name"":""Francja"",""score"":0.802,""matchPct"":80.2},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.6589999999999999,""matchPct"":65.9},{""code"":""CN"",""name"":""Chiny"",""score"":0.6519999999999999,""matchPct"":65.2},{""code"":""GB"",""name"":""Wielka Brytania"",""score"":0.5750000000000001,""matchPct"":57.5},{""code"":""IN"",""name"":""Indie"",""score"":0.5710000000000001,""matchPct"":57.1},{""code"":""NL"",""name"":""Holandia"",""score"":0.454,""matchPct"":45.4},{""code"":""US"",""name"":""USA"",""score"":0.438,""matchPct"":43.8},{""code"":""JP"",""name"":""Japonia"",""score"":0.433,""matchPct"":43.3},{""code"":""MX"",""name"":""Meksyk"",""score"":0.413,""matchPct"":41.3}]",wsm,aspirations,reality,4,4,4,2,3,2,4,4,4,C,reality,false,"Znam historię większości z tych krajów, ale zabytków na oczy nie widziałem :)",nie
46b43388-2eb0-4ed5-8be0-2fb21df71121,2026-05-04 20:14:20.056382+00,Mężczyzna,18-25 lat,2-3 razy w roku,0.28,0.05,0.1,0.15,0.24,0.18,"Włochy (82.3%), Chiny (75.4%), Hiszpania (72.6%), Francja (72%), Indie (63.1%), Wielka Brytania (61.9%), Japonia (61.7%), Holandia (60.5%), Grecja (59.8%), USA (59.7%)","[{""code"":""IT"",""name"":""Włochy"",""score"":0.8234,""matchPct"":82.3},{""code"":""CN"",""name"":""Chiny"",""score"":0.7538,""matchPct"":75.4},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.7255999999999999,""matchPct"":72.6},{""code"":""FR"",""name"":""Francja"",""score"":0.7202,""matchPct"":72},{""code"":""IN"",""name"":""Indie"",""score"":0.6309,""matchPct"":63.1},{""code"":""GB"",""name"":""Wielka Brytania"",""score"":0.6185,""matchPct"":61.9},{""code"":""JP"",""name"":""Japonia"",""score"":0.6165,""matchPct"":61.7},{""code"":""NL"",""name"":""Holandia"",""score"":0.6048,""matchPct"":60.5},{""code"":""GR"",""name"":""Grecja"",""score"":0.5976,""matchPct"":59.8},{""code"":""US"",""name"":""USA"",""score"":0.5966,""matchPct"":59.7}]",aspirations,wsm,reality,4,4,3,2,4,2,3,4,2,B,wsm,false,,tak
47318bc4-14a7-4e8d-ac95-88a938cdd8cc,2026-05-04 09:11:23.984525+00,Kobieta,36-45 lat,2-3 razy w roku,0,0.5,0,0,0.25,0.25,"Grecja (76%), Tajlandia (74.5%), Indonezja (71.5%), Filipiny (71.3%), Hiszpania (66.3%), Włochy (66%), Wietnam (65.8%), Australia (65%), Malezja (64%), Indie (63.3%)","[{""code"":""GR"",""name"":""Grecja"",""score"":0.76,""matchPct"":76},{""code"":""TH"",""name"":""Tajlandia"",""score"":0.745,""matchPct"":74.5},{""code"":""ID"",""name"":""Indonezja"",""score"":0.7150000000000001,""matchPct"":71.5},{""code"":""PH"",""name"":""Filipiny"",""score"":0.7125,""matchPct"":71.3},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.6625,""matchPct"":66.3},{""code"":""IT"",""name"":""Włochy"",""score"":0.6599999999999999,""matchPct"":66},{""code"":""VN"",""name"":""Wietnam"",""score"":0.6575,""matchPct"":65.8},{""code"":""AU"",""name"":""Australia"",""score"":0.65,""matchPct"":65},{""code"":""MY"",""name"":""Malezja"",""score"":0.64,""matchPct"":64},{""code"":""IN"",""name"":""Indie"",""score"":0.6325,""matchPct"":63.3}]",reality,wsm,aspirations,3,2,2,1,1,1,4,4,5,A,reality,false,,trudno_powiedziec
4761d4dc-5760-4e84-8fa5-19ef2147cac5,2026-05-04 17:08:54.977475+00,Mężczyzna,18-25 lat,Raz w roku,0.25,0.2,0.25,0.05,0.15,0.1,"Włochy (77.7%), Chiny (73%), USA (65.6%), Francja (63.8%), Indie (62.4%), Hiszpania (61.1%), Japonia (56.8%), Grecja (55.4%), Meksyk (53.1%), Turcja (51.5%)","[{""code"":""IT"",""name"":""Włochy"",""score"":0.7765,""matchPct"":77.7},{""code"":""CN"",""name"":""Chiny"",""score"":0.7295,""matchPct"":73},{""code"":""US"",""name"":""USA"",""score"":0.6555,""matchPct"":65.6},{""code"":""FR"",""name"":""Francja"",""score"":0.638,""matchPct"":63.8},{""code"":""IN"",""name"":""Indie"",""score"":0.6240000000000001,""matchPct"":62.4},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.611,""matchPct"":61.1},{""code"":""JP"",""name"":""Japonia"",""score"":0.5684999999999999,""matchPct"":56.8},{""code"":""GR"",""name"":""Grecja"",""score"":0.5535,""matchPct"":55.4},{""code"":""MX"",""name"":""Meksyk"",""score"":0.531,""matchPct"":53.1},{""code"":""TR"",""name"":""Turcja"",""score"":0.515,""matchPct"":51.5}]",wsm,reality,aspirations,3,4,3,3,2,4,2,3,2,A,wsm,false,,trudno_powiedziec
47b8e3fc-fcba-44e4-9f9d-9ed458e824ad,2026-05-04 17:07:46.241785+00,Kobieta,18-25 lat,Raz na kilka lat,0.1,0.2,0.2,0.1,0.2,0.2,"Chiny (75.4%), Włochy (73.6%), USA (67.6%), Hiszpania (66.8%), Japonia (64.4%), Indie (63.5%), Grecja (63.3%), Francja (63.1%), Gruzja (60.1%), Indonezja (59.4%)","[{""code"":""CN"",""name"":""Chiny"",""score"":0.754,""matchPct"":75.4},{""code"":""IT"",""name"":""Włochy"",""score"":0.736,""matchPct"":73.6},{""code"":""US"",""name"":""USA"",""score"":0.6759999999999999,""matchPct"":67.6},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.668,""matchPct"":66.8},{""code"":""JP"",""name"":""Japonia"",""score"":0.644,""matchPct"":64.4},{""code"":""IN"",""name"":""Indie"",""score"":0.635,""matchPct"":63.5},{""code"":""GR"",""name"":""Grecja"",""score"":0.633,""matchPct"":63.3},{""code"":""FR"",""name"":""Francja"",""score"":0.631,""matchPct"":63.1},{""code"":""GE"",""name"":""Gruzja"",""score"":0.601,""matchPct"":60.1},{""code"":""ID"",""name"":""Indonezja"",""score"":0.594,""matchPct"":59.4}]",wsm,reality,aspirations,3,2,4,2,2,3,4,4,4,B,reality,false,,tak
48c51e73-6624-4690-942a-d94613adf8b8,2026-05-04 19:53:29.014168+00,Mężczyzna,18-25 lat,Raz w roku,0.2,0.05,0.1,0.1,0.2,0.35,"Chiny (79.8%), Włochy (76.2%), Hiszpania (71.8%), Japonia (67.1%), Francja (65.7%), Gruzja (65.3%), Holandia (64.8%), Andora (63.9%), Słowenia (63.8%), Chorwacja (63.7%)","[{""code"":""CN"",""name"":""Chiny"",""score"":0.798,""matchPct"":79.8},{""code"":""IT"",""name"":""Włochy"",""score"":0.7615000000000001,""matchPct"":76.2},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.718,""matchPct"":71.8},{""code"":""JP"",""name"":""Japonia"",""score"":0.6705,""matchPct"":67.1},{""code"":""FR"",""name"":""Francja"",""score"":0.657,""matchPct"":65.7},{""code"":""GE"",""name"":""Gruzja"",""score"":0.6525000000000001,""matchPct"":65.3},{""code"":""NL"",""name"":""Holandia"",""score"":0.6475,""matchPct"":64.8},{""code"":""AD"",""name"":""Andora"",""score"":0.639,""matchPct"":63.9},{""code"":""SI"",""name"":""Słowenia"",""score"":0.638,""matchPct"":63.8},{""code"":""HR"",""name"":""Chorwacja"",""score"":0.637,""matchPct"":63.7}]",wsm,reality,aspirations,3,4,4,2,2,3,3,4,3,B,reality,false,,trudno_powiedziec
49cd8439-6672-4944-b5fe-82db9df4939a,2026-05-04 06:50:40.435305+00,Kobieta,36-45 lat,Częściej niż 3 razy w roku,0.2,0.29,0.2,0.09,0.07,0.15,"Włochy (74%), Chiny (70.6%), USA (67.1%), Francja (61%), Hiszpania (61%), Japonia (60.1%), Indie (59.9%), Grecja (58.6%), Australia (55.7%), Tajlandia (55.4%)","[{""code"":""IT"",""name"":""Włochy"",""score"":0.7395999999999999,""matchPct"":74},{""code"":""CN"",""name"":""Chiny"",""score"":0.7063999999999999,""matchPct"":70.6},{""code"":""US"",""name"":""USA"",""score"":0.6707000000000001,""matchPct"":67.1},{""code"":""FR"",""name"":""Francja"",""score"":0.6104,""matchPct"":61},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.6097000000000001,""matchPct"":61},{""code"":""JP"",""name"":""Japonia"",""score"":0.6008,""matchPct"":60.1},{""code"":""IN"",""name"":""Indie"",""score"":0.5994,""matchPct"":59.9},{""code"":""GR"",""name"":""Grecja"",""score"":0.5856,""matchPct"":58.6},{""code"":""AU"",""name"":""Australia"",""score"":0.5572,""matchPct"":55.7},{""code"":""TH"",""name"":""Tajlandia"",""score"":0.5543,""matchPct"":55.4}]",reality,wsm,aspirations,1,1,1,2,2,2,4,4,4,A,reality,false,Najbardziej zbliżone do moich potrzeb,tak
49cf3295-e4e9-49e5-a6a4-a4bc1dacc6ad,2026-05-04 17:17:26.982694+00,Mężczyzna,18-25 lat,Raz na kilka lat,0.18,0.09,0.3,0.05,0.2,0.18,"Chiny (80.2%), Włochy (76.5%), USA (66.9%), Hiszpania (63.8%), Indie (63.8%), Francja (63.7%), Japonia (61.5%), Gruzja (56.9%), Kanada (55.3%), Słowenia (55.3%)","[{""code"":""CN"",""name"":""Chiny"",""score"":0.8018000000000001,""matchPct"":80.2},{""code"":""IT"",""name"":""Włochy"",""score"":0.7646,""matchPct"":76.5},{""code"":""US"",""name"":""USA"",""score"":0.669,""matchPct"":66.9},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.638,""matchPct"":63.8},{""code"":""IN"",""name"":""Indie"",""score"":0.6375000000000001,""matchPct"":63.8},{""code"":""FR"",""name"":""Francja"",""score"":0.6368,""matchPct"":63.7},{""code"":""JP"",""name"":""Japonia"",""score"":0.6149,""matchPct"":61.5},{""code"":""GE"",""name"":""Gruzja"",""score"":0.5694,""matchPct"":56.9},{""code"":""CA"",""name"":""Kanada"",""score"":0.5531999999999999,""matchPct"":55.3},{""code"":""SI"",""name"":""Słowenia"",""score"":0.5526,""matchPct"":55.3}]",aspirations,wsm,reality,4,3,4,2,2,2,5,4,5,C,reality,false,,tak
4a98e3ec-13fd-4c04-b5fb-b0941b04178e,2026-05-01 22:38:21.644717+00,Nie chcę podawać,18-25 lat,Raz na kilka lat,0.3,0,0.05,0.1,0.05,0.5,"Chiny (82.7%), Włochy (75.2%), Hiszpania (70.5%), Japonia (69.6%), Holandia (68.3%), Andora (63.8%), Francja (63.2%), Singapur (63.1%), Czechy (62.7%), Finlandia (61.9%)","[{""code"":""CN"",""name"":""Chiny"",""score"":0.8265,""matchPct"":82.7},{""code"":""IT"",""name"":""Włochy"",""score"":0.7515,""matchPct"":75.2},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.705,""matchPct"":70.5},{""code"":""JP"",""name"":""Japonia"",""score"":0.6955,""matchPct"":69.6},{""code"":""NL"",""name"":""Holandia"",""score"":0.683,""matchPct"":68.3},{""code"":""AD"",""name"":""Andora"",""score"":0.6375,""matchPct"":63.8},{""code"":""FR"",""name"":""Francja"",""score"":0.6315,""matchPct"":63.2},{""code"":""SG"",""name"":""Singapur"",""score"":0.631,""matchPct"":63.1},{""code"":""CZ"",""name"":""Czechy"",""score"":0.6265000000000001,""matchPct"":62.7},{""code"":""FI"",""name"":""Finlandia"",""score"":0.619,""matchPct"":61.9}]",reality,wsm,aspirations,1,3,2,1,1,1,1,5,1,B,wsm,false,,tak
4ab1cd83-a5e7-467c-9422-9dd9cf6fd372,2026-05-04 17:11:28.300906+00,Mężczyzna,18-25 lat,2-3 razy w roku,0.1,0.15,0.16,0.05,0.4,0.14,"Włochy (77.4%), Chiny (74%), Hiszpania (71.3%), Indie (68.8%), Grecja (68%), Francja (67.7%), Gruzja (67.7%), Turcja (66%), Chorwacja (63.4%), USA (63.2%)","[{""code"":""IT"",""name"":""Włochy"",""score"":0.7737999999999999,""matchPct"":77.4},{""code"":""CN"",""name"":""Chiny"",""score"":0.74,""matchPct"":74},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.7134,""matchPct"":71.3},{""code"":""IN"",""name"":""Indie"",""score"":0.6881000000000002,""matchPct"":68.8},{""code"":""GR"",""name"":""Grecja"",""score"":0.6804,""matchPct"":68},{""code"":""FR"",""name"":""Francja"",""score"":0.6769999999999999,""matchPct"":67.7},{""code"":""GE"",""name"":""Gruzja"",""score"":0.6768000000000001,""matchPct"":67.7},{""code"":""TR"",""name"":""Turcja"",""score"":0.6599,""matchPct"":66},{""code"":""HR"",""name"":""Chorwacja"",""score"":0.6339,""matchPct"":63.4},{""code"":""US"",""name"":""USA"",""score"":0.632,""matchPct"":63.2}]",reality,aspirations,wsm,1,2,3,2,1,4,3,2,2,A,reality,false,Lista A była najbardziej przystępna cenowo oraz miała ciekawe kierunki w niej.,trudno_powiedziec
4ab847b5-a3ba-4ece-954e-fe84efada635,2026-05-04 17:16:05.053038+00,Mężczyzna,18-25 lat,2-3 razy w roku,0.4,0.05,0.1,0,0.2,0.25,"Włochy (81.7%), Chiny (75.2%), Francja (67.1%), Hiszpania (66.6%), Indie (60.3%), Japonia (56.7%), Wielka Brytania (54.6%), Holandia (53.7%), Gruzja (51.8%), USA (50.8%)","[{""code"":""IT"",""name"":""Włochy"",""score"":0.8165,""matchPct"":81.7},{""code"":""CN"",""name"":""Chiny"",""score"":0.752,""matchPct"":75.2},{""code"":""FR"",""name"":""Francja"",""score"":0.671,""matchPct"":67.1},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.666,""matchPct"":66.6},{""code"":""IN"",""name"":""Indie"",""score"":0.6025,""matchPct"":60.3},{""code"":""JP"",""name"":""Japonia"",""score"":0.5665,""matchPct"":56.7},{""code"":""GB"",""name"":""Wielka Brytania"",""score"":0.5455000000000001,""matchPct"":54.6},{""code"":""NL"",""name"":""Holandia"",""score"":0.5365,""matchPct"":53.7},{""code"":""GE"",""name"":""Gruzja"",""score"":0.5175000000000001,""matchPct"":51.8},{""code"":""US"",""name"":""USA"",""score"":0.5085,""matchPct"":50.8}]",reality,wsm,aspirations,3,3,3,2,2,2,2,5,2,A,reality,false,"Wybór listy A został wybrany iż aż 5 destynacji trafia w moje gusta (w liście B cztery destynację i w liście C dwie destynace) wybieram kierunki podróży głównie z powodu często historii, kultury i ciekawości danym krajem, z listy A kraje takie jak: Włochy, Grecja, Hiszpania, Cypr i Malta, wydają mi się interesujące pod względem historii jak i kultury, często też odwiedzam te kraje. Osobiście bardziej preferuję kraje skandynawskie mimo iż rzadziej są moim kierunkiem podróży z powodu finansowych, wyjazdy poza europejskie mało mnie interesują, jestem bardzo ciekawy kultur naszego kontynentu",tak
4b38ef3a-ea23-408f-826e-7407520b9047,2026-05-02 14:41:05.810327+00,Mężczyzna,18-25 lat,2-3 razy w roku,0.1,0.25,0.1,0.1,0.15,0.3,"Chiny (73.4%), Włochy (71%), Hiszpania (68%), Japonia (66.8%), Grecja (64.6%), USA (63.4%), Tajlandia (61.3%), Gruzja (60.9%), Chorwacja (60.9%), Francja (60.8%)","[{""code"":""CN"",""name"":""Chiny"",""score"":0.734,""matchPct"":73.4},{""code"":""IT"",""name"":""Włochy"",""score"":0.7095,""matchPct"":71},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.6795,""matchPct"":68},{""code"":""JP"",""name"":""Japonia"",""score"":0.668,""matchPct"":66.8},{""code"":""GR"",""name"":""Grecja"",""score"":0.6455,""matchPct"":64.6},{""code"":""US"",""name"":""USA"",""score"":0.634,""matchPct"":63.4},{""code"":""TH"",""name"":""Tajlandia"",""score"":0.613,""matchPct"":61.3},{""code"":""GE"",""name"":""Gruzja"",""score"":0.609,""matchPct"":60.9},{""code"":""HR"",""name"":""Chorwacja"",""score"":0.6085,""matchPct"":60.9},{""code"":""FR"",""name"":""Francja"",""score"":0.608,""matchPct"":60.8}]",reality,aspirations,wsm,5,4,5,4,4,4,4,4,3,C,wsm,false,,tak
4b3d5458-9276-492f-b544-a13b32486470,2026-05-04 17:08:26.272464+00,Mężczyzna,18-25 lat,2-3 razy w roku,0.08,0.06,0.34,0.06,0.22,0.24,"Chiny (84.5%), Włochy (73.5%), USA (70.1%), Japonia (66.1%), Hiszpania (65.2%), Indie (64.6%), Gruzja (64.6%), Słowenia (64.2%), Kanada (63.1%), Finlandia (62%)","[{""code"":""CN"",""name"":""Chiny"",""score"":0.8454,""matchPct"":84.5},{""code"":""IT"",""name"":""Włochy"",""score"":0.7349999999999999,""matchPct"":73.5},{""code"":""US"",""name"":""USA"",""score"":0.7014,""matchPct"":70.1},{""code"":""JP"",""name"":""Japonia"",""score"":0.6608,""matchPct"":66.1},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.652,""matchPct"":65.2},{""code"":""IN"",""name"":""Indie"",""score"":0.6464,""matchPct"":64.6},{""code"":""GE"",""name"":""Gruzja"",""score"":0.6462,""matchPct"":64.6},{""code"":""SI"",""name"":""Słowenia"",""score"":0.6416,""matchPct"":64.2},{""code"":""CA"",""name"":""Kanada"",""score"":0.6306,""matchPct"":63.1},{""code"":""FI"",""name"":""Finlandia"",""score"":0.62,""matchPct"":62}]",aspirations,wsm,reality,2,3,3,3,4,2,1,4,1,A,aspirations,false,"najciekawsze pod względem przyrodniczym, i duża różnorodność
okej cenowo",tak
4b4d58ee-940e-43ba-bee4-d6e7f07a8fe3,2026-05-04 18:08:28.349151+00,Mężczyzna,18-25 lat,Raz w roku,0.5,0.1,0.3,0.1,0,0,"Włochy (85.8%), Chiny (73.3%), Francja (68.8%), USA (64.3%), Indie (58.4%), Hiszpania (56.9%), Japonia (50.7%), Meksyk (50.4%), Wielka Brytania (46.7%), Brazylia (44.1%)","[{""code"":""IT"",""name"":""Włochy"",""score"":0.858,""matchPct"":85.8},{""code"":""CN"",""name"":""Chiny"",""score"":0.7329999999999999,""matchPct"":73.3},{""code"":""FR"",""name"":""Francja"",""score"":0.688,""matchPct"":68.8},{""code"":""US"",""name"":""USA"",""score"":0.6429999999999999,""matchPct"":64.3},{""code"":""IN"",""name"":""Indie"",""score"":0.5840000000000001,""matchPct"":58.4},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.569,""matchPct"":56.9},{""code"":""JP"",""name"":""Japonia"",""score"":0.507,""matchPct"":50.7},{""code"":""MX"",""name"":""Meksyk"",""score"":0.504,""matchPct"":50.4},{""code"":""GB"",""name"":""Wielka Brytania"",""score"":0.467,""matchPct"":46.7},{""code"":""BR"",""name"":""Brazylia"",""score"":0.441,""matchPct"":44.1}]",wsm,aspirations,reality,4,1,4,3,2,2,1,4,1,A,wsm,false,,tak
4bdfddca-63ec-4dc5-af40-e3f50ab65308,2026-05-01 18:44:07.881712+00,Kobieta,18-25 lat,2-3 razy w roku,0.15,0.25,0.25,0.15,0.1,0.1,"Włochy (75.1%), Chiny (72.8%), USA (72.4%), Francja (63.7%), Hiszpania (63%), Indie (62%), Japonia (61.8%), Grecja (61.1%), Australia (57.3%), Tajlandia (57%)","[{""code"":""IT"",""name"":""Włochy"",""score"":0.7509999999999999,""matchPct"":75.1},{""code"":""CN"",""name"":""Chiny"",""score"":0.7284999999999999,""matchPct"":72.8},{""code"":""US"",""name"":""USA"",""score"":0.7235,""matchPct"":72.4},{""code"":""FR"",""name"":""Francja"",""score"":0.637,""matchPct"":63.7},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.6295,""matchPct"":63},{""code"":""IN"",""name"":""Indie"",""score"":0.62,""matchPct"":62},{""code"":""JP"",""name"":""Japonia"",""score"":0.6184999999999999,""matchPct"":61.8},{""code"":""GR"",""name"":""Grecja"",""score"":0.611,""matchPct"":61.1},{""code"":""AU"",""name"":""Australia"",""score"":0.5734999999999999,""matchPct"":57.3},{""code"":""TH"",""name"":""Tajlandia"",""score"":0.5695,""matchPct"":57}]",aspirations,wsm,reality,2,2,2,3,2,3,4,5,4,C,reality,false,,tak
4c201e08-57f5-4716-b237-eda9226e1da2,2026-05-04 17:11:24.903033+00,Mężczyzna,18-25 lat,Raz na kilka lat,0.17,0.1,0.15,0.22,0.21,0.15,"Włochy (79.7%), Chiny (75.9%), Hiszpania (72.6%), Francja (71.1%), USA (67.8%), Japonia (65.3%), Grecja (64.5%), Indie (63.8%), Wielka Brytania (61.3%), Turcja (60.9%)","[{""code"":""IT"",""name"":""Włochy"",""score"":0.7968,""matchPct"":79.7},{""code"":""CN"",""name"":""Chiny"",""score"":0.7591,""matchPct"":75.9},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.7262000000000001,""matchPct"":72.6},{""code"":""FR"",""name"":""Francja"",""score"":0.7114,""matchPct"":71.1},{""code"":""US"",""name"":""USA"",""score"":0.6778,""matchPct"":67.8},{""code"":""JP"",""name"":""Japonia"",""score"":0.6525,""matchPct"":65.3},{""code"":""GR"",""name"":""Grecja"",""score"":0.6452,""matchPct"":64.5},{""code"":""IN"",""name"":""Indie"",""score"":0.6379999999999999,""matchPct"":63.8},{""code"":""GB"",""name"":""Wielka Brytania"",""score"":0.6131,""matchPct"":61.3},{""code"":""TR"",""name"":""Turcja"",""score"":0.6093,""matchPct"":60.9}]",reality,wsm,aspirations,5,3,5,3,1,2,4,4,4,B,wsm,false,,tak
4c3e7caa-3871-480f-8e5c-dbfe5953b435,2026-05-04 19:34:25.137352+00,Kobieta,18-25 lat,Raz w roku,0.2,0.05,0.3,0.05,0.1,0.3,"Chiny (84.1%), Włochy (74.2%), USA (65.3%), Japonia (65%), Hiszpania (62.7%), Francja (60.7%), Indie (60%), Słowenia (57%), Gruzja (56.6%), Kanada (56.3%)","[{""code"":""CN"",""name"":""Chiny"",""score"":0.841,""matchPct"":84.1},{""code"":""IT"",""name"":""Włochy"",""score"":0.742,""matchPct"":74.2},{""code"":""US"",""name"":""USA"",""score"":0.653,""matchPct"":65.3},{""code"":""JP"",""name"":""Japonia"",""score"":0.6495,""matchPct"":65},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.627,""matchPct"":62.7},{""code"":""FR"",""name"":""Francja"",""score"":0.607,""matchPct"":60.7},{""code"":""IN"",""name"":""Indie"",""score"":0.5995,""matchPct"":60},{""code"":""SI"",""name"":""Słowenia"",""score"":0.5700000000000001,""matchPct"":57},{""code"":""GE"",""name"":""Gruzja"",""score"":0.5660000000000001,""matchPct"":56.6},{""code"":""CA"",""name"":""Kanada"",""score"":0.563,""matchPct"":56.3}]",wsm,reality,aspirations,3,2,3,4,2,3,3,1,3,C,aspirations,false,,trudno_powiedziec
4c881d13-4cbe-49c1-b43f-ee8ad297b529,2026-05-01 22:58:26.691442+00,Nie chcę podawać,36-45 lat,2-3 razy w roku,0.3,0.4,0.3,0,0,0,"Włochy (75%), USA (68.5%), Chiny (65.3%), Meksyk (60.3%), Indie (59.3%), Francja (57.8%), Brazylia (52.6%), Grecja (52%), Australia (51.9%), Hiszpania (50.7%)","[{""code"":""IT"",""name"":""Włochy"",""score"":0.75,""matchPct"":75},{""code"":""US"",""name"":""USA"",""score"":0.6849999999999999,""matchPct"":68.5},{""code"":""CN"",""name"":""Chiny"",""score"":0.653,""matchPct"":65.3},{""code"":""MX"",""name"":""Meksyk"",""score"":0.603,""matchPct"":60.3},{""code"":""IN"",""name"":""Indie"",""score"":0.593,""matchPct"":59.3},{""code"":""FR"",""name"":""Francja"",""score"":0.578,""matchPct"":57.8},{""code"":""BR"",""name"":""Brazylia"",""score"":0.526,""matchPct"":52.6},{""code"":""GR"",""name"":""Grecja"",""score"":0.52,""matchPct"":52},{""code"":""AU"",""name"":""Australia"",""score"":0.519,""matchPct"":51.9},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.507,""matchPct"":50.7}]",wsm,aspirations,reality,5,5,5,5,5,5,5,5,5,B,aspirations,false,,nie
4d852a36-84f9-4e69-9689-85e12a9f2e87,2026-05-04 17:05:56.152504+00,Nie chcę podawać,Powyżej 60 lat,Częściej niż 3 razy w roku,0.98,0,0,0,0.02,0,"Włochy (99.7%), Francja (78.1%), Chiny (63.2%), Hiszpania (59.6%), Indie (53.6%), Wielka Brytania (50.7%), Meksyk (36.5%), Japonia (36.4%), USA (36.4%), Holandia (35.9%)","[{""code"":""IT"",""name"":""Włochy"",""score"":0.9974,""matchPct"":99.7},{""code"":""FR"",""name"":""Francja"",""score"":0.7809999999999999,""matchPct"":78.1},{""code"":""CN"",""name"":""Chiny"",""score"":0.6315999999999999,""matchPct"":63.2},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.5962,""matchPct"":59.6},{""code"":""IN"",""name"":""Indie"",""score"":0.5364,""matchPct"":53.6},{""code"":""GB"",""name"":""Wielka Brytania"",""score"":0.5068,""matchPct"":50.7},{""code"":""MX"",""name"":""Meksyk"",""score"":0.3652,""matchPct"":36.5},{""code"":""JP"",""name"":""Japonia"",""score"":0.3642,""matchPct"":36.4},{""code"":""US"",""name"":""USA"",""score"":0.3636,""matchPct"":36.4},{""code"":""NL"",""name"":""Holandia"",""score"":0.35919999999999996,""matchPct"":35.9}]",wsm,reality,aspirations,5,5,5,5,5,5,5,5,5,C,aspirations,false,,tak
4df33a15-1255-488d-9a0b-4f4add211688,2026-05-04 17:13:48.712303+00,Mężczyzna,18-25 lat,2-3 razy w roku,0.15,0.1,0.2,0.2,0.2,0.15,"Włochy (78.6%), Chiny (77.4%), Hiszpania (70.7%), USA (69.6%), Francja (69.5%), Japonia (65.3%), Indie (64%), Grecja (63%), Gruzja (60.3%), Turcja (60.2%)","[{""code"":""IT"",""name"":""Włochy"",""score"":0.7855000000000001,""matchPct"":78.6},{""code"":""CN"",""name"":""Chiny"",""score"":0.774,""matchPct"":77.4},{""code"":""ES"",""name"":""Hiszpania"",""score"":0.7070000000000001,""matchPct"":70.7},{""code"":""US"",""name"":""USA"",""score"":0.6955,""matchPct"":69.6},{""code"":""FR"",""name"":""Francja"",""score"":0.6945,""matchPct"":69.5},{""code"":""JP"",""name"":""Japonia"",""score"":0.653,""matchPct"":65.3},{""code"":""IN"",""name"":""Indie"",""score"":0.6395,""matchPct"":64},{""code"":""GR"",""name"":""Grecja"",""score"":0.6300000000000001,""matchPct"":63},{""code"":""GE"",""name"":""Gruzja"",""score"":0.603,""matchPct"":60.3},{""code"":""TR"",""name"":""Turcja"",""score"":0.602,""matchPct"":60.2}]",reality,aspirations,wsm,3,4,4,3,2,4,2,5,1,C,wsm,false,,tak
